Ticker
MGLU3
HAPV3
AMER3
CVCB3
ABEV3
PETR4
RAIZ4
BBDC4
MRFG3
COGN3
OIBR3
AZUL4
B3SA3
CIEL3
VALE3
PETZ3
ITUB4
ITSA4
CPLE6
ONCO3
PCAR3
RAIL3
LREN3
CMIN3
MLAS3
JBSS3
CSAN3
SOMA3
CMIG4
EQTL3
BHIA3
PETR3
IFCM3
CPLE3
GGBR4
MRVE3
BEEF3
TIMS3
LWSA3
GGPS3
GMAT3
PRIO3
BBAS3
STBP3
ELET3
RENT3
NTCO3
CRFB3
JHSF3
ENEV3
SIMH3
BRFS3
ASAI3
EMBR3
CSNA3
GOLL4
VBBR3
BPAN4
TOTS3
GUAR3
USIM5
SRNA3
RADL3
SEQL3
ECOR3
POMO4
WEGE3
CEAB3
RRRP3
GOAU4
RDOR3
BBDC3
MOVI3
CXSE3
AZEV4
CYRE3
BRKM5
SUZB3
VAMO3
SMFT3
CCRO3
SBSP3
BRAP4
RECV3
VIVA3
UGPA3
ANIM3
QUAL3
BBSE3
HYPE3
GRND3
ODPV3
HBSA3
WIZC3
ALOS3
SLCE3
YDUQ3
ALPA4
AMBP3
AURE3
MEAL3
CPFE3
POSI3
CASH3
TEND3
LJQQ3
FLRY3
TRPL4
AGXY3
PMAM3
MULT3
SMTO3
VIVT3
GFSA3
DXCO3
ARZZ3
RCSL3
SBFG3
ENJU3
CBAV3
AERI3
CURY3
ELET6
ENAT3
KEPL3
MBLY3
EGIE3
DASA3
DIRR3
PDGR3
CSMG3
JSLG3
PORT3
AMAR3
EZTC3
IRBR3
MYPK3
SAPR4
RCSL4
RANI3
HBOR3
VULC3
INTB3
MDIA3
KLBN4
BRSR6
AESB3
VVEO3
PSSA3
ZAMP3
PLPL3
MTRE3
SEER3
RAPT4
LAVV3
CAML3
BRIT3
CLSA3
NEOE3
AZEV3
BMGB4
FESA4
HBRE3
TUPY3
CSED3
TTEN3
EVEN3
ABCB4
PTBL3
ARML3
SOJA3
PRNR3
ORVR3
MATD3
SHOW3
PGMN3
SYNE3
VITT3
PFRM3
KRSA3
MILS3
LEVE3
TRAD3
TASA4
JFEN3
VLID3
SANB4
LPSB3
TRIS3
NGRD3
MDNE3
BMOB3
LIGT3
SANB3
ROMI3
JALL3
ESPA3
AGRO3
PNVL3
ITUB3
POMO3
KLBN3
SHUL4
CMIG3
AALR3
TGMA3
PINE4
OPCT3
BLAU3
LUPA3
USIM3
FIQE3
SAPR3
WEST3
ELMD3
UNIP6
TCSA3
SGPS3
ALLD3
CTNM4
VIVR3
DESK3
TAEE4
OIBR4
FRAS3
TECN3
ETER3
RAPT3
LOGG3
MELK3
TFCO4
ALPK3
INEP3
BRAP3
PDTC3
EUCA4
TAEE3
RNEW4
RNEW3
BIOM3
DMVF3
TPIS3
DEXP3
GGBR3
UCAS3
CSUD3
ITSA3
LAND3
IGTI3
IGTI3
GOAU3
OFSA3
CAMB3
RDNI3
LOGN3
VSTE3
ALUP4
INEP4
FHER3
EQPA3
DOTZ3
CTSA4
BRKM3
BOBR4
NUTR3
ATMP3
NEXP3
ALUP3
LVTC3
TASA3
RSID3
CGAS5
BAHI3
EPAR3
BMEB4
BEES3
ATOM3
CEBR5
CEBR3
CTSA3
CEBR6
NINJ3
SCAR3
SNSY5
GEPA4
WLMM4
COCE5
CEDO4
PTNT4
BRSR3
ENGI4
ENGI3
REDE3
MTSA4
CRPG5
BPAC5
FRTA3
UNIP3
OSXB3
CGRA4
AFLT3
HAGA4
EALT4
BAZA3
EMAE4
WHRL3
PEAB4
BEES4
PINE3
PLAS3
CSRN3
CTKA4
